,Tweet
8313,"#AROBangalore, #Agniveer, #Armyrally
🔥 RO HQ Bangalore Indian Army Agniveer Recruitment Rally 2022
👉 Apply Online:- https://t.co/f6hxNSIEoL"
8314,"#AROAlmora, #Agniveer, #Armyrally
🔥 ARO Almora Indian Army Agniveer Recruitment Rally 2022
👉 Apply Online:- https://t.co/Kb2fIfibew"
8315,@AARahimdyfi Yes #AgnipathScheme is a threat to #China.
8316,"Delhi HC schedules the hearing on all petitions challenging the Central government's #AgnipathScheme for August 25.

https://t.co/IU4nb3LugG"
8317,@MajorPoonia #AgnipathScheme may be good Or bad but certainly going to be worst for corrupt bureaucracy judiciary &amp;&amp; politician. Young military trained with no money in pocket definitely going to hammer them and their children.
8318,"#Replug | Given the #AgnipathScheme’s likely grave impact on the military &amp; on society, it would have been prudent to have introduced it as a pilot project.

@KumarSeshadri writes.

https://t.co/mWZi98c7vh"
8319,"Just in | Delhi High Court says it will hear all petitions related to the #AgnipathScheme on August 25, reports @RockySoibam"
8320,"Some more information regarding agnipath scheme . 
#AgnipathScheme
#Agniveer 
#Ukairncc
#NCCdirectorateUttarakhand 
#HQDGNCC https://t.co/C5eUTGMpps"
8321,"Be an #Agniveer and serve the Nation through Agnipath Scheme. A lifetime opportunity to become a soldier and citizen warrior of the Nation.                              
Agnipath a Watershed https://t.co/u05HfSgHI3"
8322,"The most anticipated military reforms are here. #Agnipath will not only increase competitiveness but also create inclusive participation in defence forces 
Agnipath a Watershed https://t.co/bEzMSdAnqK"
8323,"#Agnipath is yet another massive positive step in defence sector to fortify India  
Agnipath a Watershed https://t.co/f9QyuUfA4g"
8324,"#Agnipath Scheme will not only transform the defence forces but also inculcate discipline and sense of national integrity among youth.
Agnipath a Watershed https://t.co/z46J4FzVIZ"
8325,"#BreakingNews 

#DelhiHighCourt says it will hear on August 25 batch of pleas challenging Centre's #AgnipathScheme.  

#AgnipathRecruitmentScheme #agnipathprotest #HighCourt #Agniveer 

https://t.co/NfpVqjKjsa"
8326,"#Agnipath is the beginning of a new era in Indian defence forces . This is a win-win situation for both the army and citizens
 Agnipath a Watershed https://t.co/ccddcSKZCw"
8327,"Government launches the #AGNIPATH scheme through which Youth can serve the armed forces for four years and avail SEVA NIDHI to pursue their ambitions. 
Agnipath a Watershed https://t.co/rpGBIjG95x"
8328,"No doubt, #Agnipath is a trailblazer in the history of indian defence forces.
Agnipath a Watershed https://t.co/I4RqwpGnX2"
8329,"#Agnipath is a landmark scheme, keeping pace with the needs of India’s national security interests.
• Monthly  package of ₹ 30,000/month with upgradation upto ₹ 40,000/month in 4th yr.
• Composite financial package for all candidates on completion of 4yr.
Agnipath a Watershed https://t.co/DxsgsVNFWC"
8330,"Given our fragile security environment and #China’s aggressive designs, employing a radical reform like the #AgnipathScheme may not be prudent, argues Deepak Sinha https://t.co/MsvcxgvpS2"
8331,Bravo! A great Initiative Indeed!  Our current Government Announces #AgnipathScheme for 4 Years’ Recruitment of soldiers into Armed Forces. Citizens from 17.5 to 21 Years of Age can apply for the scheme. Agnipath a Watershed https://t.co/jt9Wnxqzdh
8332,#Delhi High Court says it will hear on August 25 batch of pleas challenging Centre's #Agnipath scheme
8333,"#पछताहैभारत
@aishkapoor @SudhanshuTrived 
One Hit Another Hit Third Hit
#AgnipathScheme 
HOW MANY WARDS OF DELHI MINISTER MLA MLC are getting their students in Delhi Govt School. #ArvindKejriwal raised finger on #SurgicalStrike . @narendramodi era
1. Return #Abhinandan else Modi https://t.co/p4Gatn6fsA"
8334,"The Great CA n infamous @AamAadmiParty leader who predicted 15 years for Bharat to get vaccinated, didn't knew d names of our 3 service chiefs n he came to argue about #AgnipathScheme

Shown the mirror 😱😄😄 by @Shehzad_Ind 
@raghav_chadha gts slapped as always..
#ModiGovt https://t.co/iEq7q73176"
8335,"#JustIn 
The Delhi High Court has clubbed all the matters related to the 'Agnipath scheme' and listed the matter for further hearing on August 25,2022.

@LawBeatInd 

#DelhiHighCourt #AgnipathScheme #AgnipathRecruitmentScheme"
8336,"The SC had yesterday (Tuesday) transferred all the matters related to the Agnipath scheme to the Delhi HC. Similar matters pending before other HCs will either come to Delhi or be kept in abbeyance.
#DelhiHighCourt #Agnipath"
8337,"Supreme Court transfers petitions challenging #Agnipath Military Recruitment Scheme to Delhi High Court. A Bench comprising Justices Dhananjaya Y. Chandrachud, Surya Kant and A. S. Bopanna observed that the mounting number of pleas in the matter is neither desirable nor proper. https://t.co/MKDW7gkDxt"
8338,"Delhi HC has clubbed all the matters related challenge to Agnipath scheme. 

The matters will be considered on August 25.

#AgnipathScheme #DelhiHighCourt"
8339,"Delhi High Court has clubbed all the matters related challenge to Agnipath scheme. The matters will now be considered on August 25.

#AgnipathScheme"
8340,#DelhiHighCourt to hear on August 25 batch of petitions challenging Centre's #AgnipathScheme transferred yesterday by Supreme Court and other pleas seeking resumption and enrolment  as per previous recruitment scheme in defence services. https://t.co/dIhCuDUWJT
8341,"The Delhi High Court will on Wednesday hear petitions challenging the Centre’s #Agnipath scheme for recruitment in the armed forces transferred to it by the Supreme Court.

https://t.co/4AuCyurazz"
8342,"#AgnipathScheme is worst people and opposition must protest for it and bring this proposal down in parliament 

Worst scheme ever by our #dictator"
8343,"Claim: For the first time in the history of India, Caste is being asked in army recruitment.
#PIBFactCheck
➡️This claim is false.
➡️Provision to produce Caste Certificate for Army Recruitment is a pre-existing one.
➡️No change has been specifically made for #AgnipathScheme. https://t.co/yIUGRc7PeX"
8344,#Agnipath and #Agniveers is a live example of an in-sincere Regime that stabs on the back our armed forces ! https://t.co/fXsy1RG9uw
8345,"#AgnipathScheme: There is no change in any of the procedures in recruitment of #Agniveers:Raksha Mantri Sh.@rajnathsingh 

@IAF_MCC @indiannavy @adgpi
@HQ_IDS_India @MIB_India @HMOIndia
@PMOIndia @DefenceMinIndia
@MIB_India @mpa_india @SpokespersonMoD

https://t.co/2SWBFb0Czh"
8346,"#AAP’s Sanjay Singh &amp; Varun Gandhi allege Agnipath casteism. #Army &amp; Rajnath Singh reject ‘#rumour’.
Sanjay Singh &amp; Varun Gandhi question requirement to submit #caste certificate for #Agnipath recruitment, but #Armyofficers say it has always been there.
https://t.co/0EY2biWh7x"
8347,"@varungandhi80 @ArchanaSSP You can't judge #Merit in Studies, Govt. Jobs or in Army by evaluating the #Caste certificate.  

If #Caste #Reservation is justified and pampered against most by politicians, why leave Armed forces in #Agnipath?

This community must be paid back with their own coin."
8348,Nothing is more expensive than a missed opportunity. AGNIPATH SCHEME is also providing a great opportunity for youth to serve the nation as an Agniveer. #agnipath #agniveer #agnipathscheme  #Indianarmy
8349,"'Caste certificates were asked earlier also,' Army clarifies questions raised on Agniveer.
#agnipath #agniveer #agnipathscheme  #Indianarmy"
8350,.5 lakh applications received under Agnipath scheme show youth's keenness to join armed forces: IAF Chief. #agnipath #agniveer #agnipathscheme  #Indianarmy
8351,Rajnath Singh refutes Oppn's 'caste certificate' claim on Agnipath; 'Earlier system same'. #agnipath #agniveer #agnipathscheme  #Indianarmy
8352,"#RahulGandhi back from setting right things abroad? Also more relaxed!!
#Agnipath #GST protests good but any effort at your end to understand the core issues? Can u grasp them??"
8353,"The Delhi High Court on Wednesday will hear the petitions challenging the government’s #Agnipath recruitment scheme.

https://t.co/3ZYKbIVRFT"
8354,"#AgnipathScheme: New row over caste of #Agniveers explained ⤵️

Read here: https://t.co/FUhMavDxmT https://t.co/O8ZEu2J07Z"
8355,"Responding to request from the college &amp; students - guidance on #Agnipath scheme &amp; #pre_recruitment_training for large number of students at #Batasipur_College, #Charduar, #Assam.
@GajrajCorps_IA
@SpokespersonMoD @mygovassam
@easterncomd
@ProAssam
@prodefgau
#BharatKeAgniveer https://t.co/9JseipDxm6"
8356,"@ImYadav0396 Actually Govt has no money to pay back big foreign debt. Foreign debt doubled in  last 5 years 

They don't have money to pay army #AgnipathScheme 
They wasted india wealth unwanted projects and adopted wrong economy policies result  $1=Rs 80 
They work for adani &amp; Ambani only"
8357,"@RaghavChadhaOfc your boy has lots of growing up to do. He needs to read, read and research some more instead of putting his foot in his mouth, time and time again. Grow up 🍼👶#RaghavChadha  #Agnipath #AAP #BJP https://t.co/jfh5KDb3r9"
8358,"अग्निपथ तो बहाना है, मोदी निशाना है
🧐
Why dozens of PILs filed in different court across the country including Hon #SupremeCourt, against #AgnipathScheme?
👇
It's NOTHING but creating obstructions, by #Congress, Communists and likes in the functioning of Govt of India. https://t.co/vhtd06LOqR"
8359,".@SanjayAzadSln is a cheap rotten politician... Haven't done anything productive, nothing more then a political pimp... 
#Agniveer #Agnipath #CasteinArmy"
8360,"#IndianArmy organised an #awareness program for locals and #youth on #AgnipathScheme and brought clarity on selection and enrollment procedure in the #IndianArmedForces.
#deshbhakti
#joinIndianArmy
#Motivation
#Azadikaamritmahotsav
#IndianArmyPeoplesArmy
#ShiningJK https://t.co/DMmoNLSUG9"
8361,"#Agniveer: Good news for youth who become Agniveer after passing 10th; will get this gift after 4 years
https://t.co/VtXXuVy3Is 
#AgnipathScheme #AgniveerRecruitmentScheme https://t.co/XKh3DHZWjM"
8362,Mock test Airforce X group Agniveer batch. #AIRFORCE #agniveer #mocktest @ Hind Defence Academy https://t.co/rbDPJgP9km
8363,#IndianArmy conducted a #lecture on #AgnipathScheme at #Doda . #IndianArmyinKashmir #IndianArmyPeoplesArmy #goodmorning #motivasyon #Nifty #JammuKashmir #ONEPIECE1054 #TejRan #TejasswiPrakash https://t.co/LOvnRLqstW
8364,"@Ptr6Vb If, any 75% #indian_army sacked in #AGNIPATH, so they should join the #RSS, #NSA agency and #CRPF for immediately taking action against #PFI."
8365,"Bihar's ruling JD(U), an ally of NDA, and the Opposition RJD closed ranks on the issue of caste columns in #AgnipathScheme forms.
@ramashankar68 
https://t.co/R1U65xNUIF"
8366,"The protest against #Agnipath should be seen in the context of the growing job crisis across all sectors; public and private, argues @SNiranjansahoo. https://t.co/j8OWPU8bKJ"
8367,It's fake: Modi govt shoots down opposition charge on caste criterion for #Agnipath aspirants https://t.co/x7ZbkhVsKi
8368,"2 petitions will be heard by the Delhi HC against the #AgnipathScheme. The main petition has been filed by a 22-year-old applicant alleging that due to the Agnipath Scheme, his fundamental rights have been violated.

@harishvnair1 with more. https://t.co/yTJ4sEylxT"
8369,#IndianArmyPeoplesArmy   conduction Pre Recruitment Training for the Local Youth under AGNIPATH SCHEME at Luni Dharman. Army aspirants attending the training and they were briefed about upcoming recruitment #AgnipathScheme #heatwave #JENNIE #HRDerby #Agniveer #YOSHI #XRP #JK https://t.co/3L27wUEyjl
8370,"Defence minister @rajnathsingh on Tuesday rejected the Opposition's allegations that, for the first time in the country, caste certificates are being asked from the #Agnipath aspirants.

#castecertificateforAgnipath #rumoursonAgnipath #castefactor https://t.co/NnkgJAavHK"
8371,"Defence minister @rajnathsingh on Tuesday rejected the Opposition's allegations that, for the first time in the country, caste certificates are being asked from the #Agnipath aspirants.

#castecertificateforAgnipath #rumoursonAgnipath #castefactor https://t.co/95YeIPrrRt"
8372,"#AgnipathScheme The Indian Army, Navy, Air force are organising young soldiers through this Agniveer, Agnipath scheme 2022. Indian army agniveer apply form online 2022 on its official website  #Agniveer #heatwave #hottestdayoftheyear #JENNIE #agnipath #YuzuruHanyu #DearMartha #JK https://t.co/3zqzkislTD"
8373,"Row over caste column in #Agnipath form: Opposition slams govt, BJP cites 
#SupremeCourt  order.
#Congress #Oppositions
#SpreadingLies 
#VeryOldRule #BritishIndia https://t.co/SlcwMSRfCt"
8374,"Meeting with honourable @ashishchauhan_ias , DM #pithoragarh for conducting seven days capsule course for #agniveer 

#army #pithoragarh #physical #medical #passion #power #onlinecoach #online #major @lalit_singh_2020 https://t.co/m1Deu4b0Fd"
8375,@AARahimdyfi #AgnipathScheme is better than your #Kerala Govt's Plan to export Kerala Graduates to South Korea for Onion farming Job Mr Luttappy. https://t.co/mDRPzkpnOr
8376,"Why #Agniveers have to furnish caste, religion details: JD(U), RJD ask in unison
#AgnipathScheme #IndianArmy
#AgniveerCasteRow
https://t.co/D7xwzhwBuG https://t.co/b9GVqWr6Dq"
8377,"#SC transfers to #Delhi HC PILs on #Agnipath filed in different states 

https://t.co/9Qa4uFphHm https://t.co/WfL1QDGGYi"
8378,"https://t.co/VjgnsUdIAW contradicts their promise on retaining the regimental system unless we believe caste has nothing to do with it.  don't have guts to go whole hog as have to appease advantaged caste groups. change will be after 2024 elections
#IndianArmy #Agnipath #Agniveer"
8379,"The Supreme Court transferred three PILs pending before it against the Centre’s #Agnipath recruitment scheme to the Delhi HC and directed it to expeditiously decide on the validity of the short-term recruitment plan  

https://t.co/SKmkm5ATmP"
8380,"Petitions against Agnipath scheme: Supreme Court asks Delhi HC to decide first #agnipathscheme #defencerecruitmentscheme #DelhiHighCourt #SupremeCourt #TusharMehta https://t.co/mWGcpz5GGB
https://t.co/BTMAOyhbOx"
